id,Date,number of bedrooms,number of bathrooms,living area,lot area,number of floors,waterfront present,number of views,condition of the house,grade of the house,Area of the house(excluding basement),Area of the basement,Built Year,Number of schools nearby,Distance from the airport,Price
6762828287,42538,3,2.25,1720,9000,1,0,0,4,8,1320,400,1969,1,73,274500
6762828569,42538,3,2.25,1584,2800,2,0,0,3,7,1584,0,2012,2,70,267000
6762828614,42538,4,1.5,2050,7100,1,0,0,3,7,1050,1000,1963,1,53,265000
6762828701,42538,4,1.75,1770,9011,1,0,0,5,7,1050,720,1983,3,55,264950
6762828717,42538,4,1.75,1820,8118,1,0,0,4,7,1080,740,1980,3,76,264000
6762829111,42538,4,2,2030,9600,1.5,0,0,3,6,1430,600,1947,2,65,253779
6762829187,42538,2,1,790,11234,1,0,0,4,6,790,0,1942,1,62,250275
6762829588,42538,3,2,1260,8092,1,0,0,3,7,1260,0,1986,1,63,242000
6762829625,42538,2,1,670,10920,1,0,0,3,6,670,0,1942,3,65,240000
6762829702,42538,3,1.75,1670,6900,1,0,0,3,7,1170,500,1978,3,56,239950
6762829953,42538,2,1,1080,9435,1,0,0,3,6,1080,0,1958,1,59,230000
6762830270,42538,3,1,1130,12519,1,0,0,3,7,1130,0,1958,2,55,220000
6762830668,42538,2,1.5,1820,8867,2,0,0,3,7,1820,0,1921,1,68,206000
6762830963,42538,3,1,1080,8580,1.5,0,0,3,6,1080,0,1900,2,80,192500
6762830982,42538,1,1,720,4800,1,0,0,3,6,720,0,1914,2,80,190000
6762831124,42538,3,2.25,1990,6350,2,0,0,3,7,1990,0,1967,3,68,180000
6762831190,42538,2,1,660,5000,1,0,0,3,6,660,0,1915,2,78,175000
6762831191,42538,6,1,1370,5080,1.5,0,0,3,6,1120,250,1931,2,63,175000
6762810183,42539,5,4.75,5990,10450,2,1,4,3,11,4050,1940,2002,2,79,2200000
6762810302,42539,5,3,3880,13000,2,0,0,3,10,3880,0,1972,3,61,1820000
6762810520,42539,4,3.25,3620,5131,2,0,3,4,11,2350,1270,1927,2,62,1530000
6762810606,42539,3,3.5,3870,3819,2,0,0,3,11,2760,1110,2002,3,62,1440000
6762810750,42539,4,2.5,2440,3600,2.5,0,0,4,8,2440,0,1902,2,50,1330000
6762810782,42539,4,4.5,4750,13912,2,0,2,3,10,3600,1150,2005,3,52,1310000
6762810925,42539,4,3.5,3820,13224,2,0,0,3,10,3280,540,1990,2,59,1240000
6762811041,42539,5,3,3330,19126,2,0,0,4,11,2610,720,1977,2,60,1190000
6762811298,42539,5,3.5,3990,9938,2,0,0,3,11,3990,0,2001,3,66,1070000
6762811418,42539,3,2.5,2430,10500,2,0,1,3,9,2430,0,1989,2,69,1030000
6762811803,42539,2,2.5,2540,7089,2,0,0,3,9,2540,0,2004,3,72,945000
6762811871,42539,5,2,3530,9385,1.5,0,0,3,9,3530,0,1925,1,70,930000
6762811896,42539,4,2.5,3280,209088,2,0,0,3,10,3280,0,1994,2,64,925000
6762812096,42539,4,2.25,2370,6000,1,0,2,3,8,1440,930,1959,3,79,899000
6762812460,42539,2,1.75,1590,5136,1.5,0,3,3,9,1320,270,1927,2,80,850000
6762812922,42539,3,3,3910,19023,2,0,0,3,11,3910,0,1985,2,56,805000
6762813039,42539,4,2.5,2590,7910,2,0,0,3,9,2590,0,2001,1,74,799000
6762813285,42539,4,2.75,3010,15992,2,0,0,3,11,3010,0,1996,2,60,775000
6762813367,42539,3,2.5,2650,40705,2,0,0,3,9,2650,0,1994,1,69,770000
6762813547,42539,4,2.25,2160,5600,1,0,0,5,7,1080,1080,1947,1,64,756000
6762813607,42539,3,3.5,3390,10078,2,0,0,3,10,3040,350,2012,2,64,750000
6762813874,42539,4,2.5,2650,6884,2,0,0,3,8,2650,0,2012,1,64,734990
6762813959,42539,3,2.5,2320,6775,1,0,0,3,8,2320,0,2008,1,57,728050
6762814075,42539,4,2.5,2440,34290,2,0,0,3,9,2440,0,1987,3,63,720000
6762814209,42539,3,2.75,3200,6699,2,0,0,3,9,3200,0,2004,3,54,712000
6762814329,42539,3,2,1360,5980,1.5,0,0,3,8,1360,0,1945,3,60,703000
6762814698,42539,6,2,1670,3000,1,0,0,5,7,900,770,1911,3,79,680000
6762815037,42539,4,2.5,2496,8058,2,0,0,3,9,2496,0,1998,1,64,661000
6762815104,42539,4,3,2620,18362,1,0,0,4,8,1870,750,1956,1,72,659500
6762815386,42539,4,2.5,2310,4079,2,0,0,3,8,2310,0,2008,3,51,646000
6762815938,42539,4,2.5,2270,9247,1,0,0,5,8,1500,770,1972,3,62,619850
6762815956,42539,4,3.25,2520,3360,1.5,0,0,4,8,1550,970,1931,2,64,618250
6762816156,42539,3,3.25,1530,1612,3,0,0,3,8,1530,0,2006,3,78,607500
6762816289,42539,3,2,2540,237402,1,0,0,3,9,2540,0,2007,2,62,600000
6762816290,42539,4,2.25,3070,8400,2,0,0,4,8,3070,0,1970,3,68,600000
6762816547,42539,3,1.5,1470,7200,2,0,0,4,7,1470,0,1907,2,51,590300
6762816677,42539,4,2.5,2840,11044,2,0,0,3,8,2840,0,2001,3,70,585000
6762816790,42539,4,2.25,2160,9593,1,0,0,3,8,2160,0,1969,2,51,580000
6762816908,42539,3,2.5,1940,9000,1,0,0,4,7,970,970,1948,2,61,576000
6762817412,42539,4,2.25,2060,10358,1,0,0,4,8,1320,740,1962,3,58,558000
6762817759,42539,4,1.75,1290,3060,2,0,0,4,7,1290,0,1906,1,51,549000
6762817898,42539,3,2.25,1240,949,3,0,0,3,8,1240,0,2008,3,64,543000
6762817934,42539,5,3.75,3090,7415,2,0,0,3,8,3090,0,2014,2,54,540500
6762818596,42539,3,1.75,1940,219527,1,0,0,3,7,1940,0,1991,1,57,520000
6762818656,42539,3,2.75,2020,10744,1,0,0,5,7,1270,750,1954,1,55,519000
6762818854,42539,4,2.5,2610,8031,2,0,0,3,8,2610,0,1998,2,74,510000
6762818957,42539,3,2.5,2120,7201,2,0,0,3,8,2120,0,2003,2,70,507000
6762818971,42539,2,1,1570,8210,1,0,0,4,8,1150,420,1952,1,57,506000
6762818986,42539,3,2.5,1610,4611,2,0,0,3,8,1610,0,1996,3,54,505000
6762819086,42539,3,2.5,2840,48716,1,0,3,3,9,1870,970,1994,3,51,500000
6762819269,42539,3,1.75,1840,5000,1,0,0,4,7,920,920,1910,3,78,499000
6762819553,42539,3,2.25,1820,7326,2,0,0,3,8,1820,0,1983,1,66,489950
6762819943,42539,3,2.5,950,1110,2,0,0,3,8,950,0,2003,3,60,475000
6762820120,42539,3,2,1730,38884,1,0,0,3,8,1730,0,1997,2,77,470000
6762820368,42539,3,1,1320,3625,2,0,0,3,7,1320,0,1900,1,51,464000
6762820783,42539,3,1.75,1610,11200,1,0,0,3,7,1610,0,1955,2,56,450000
6762820784,42539,4,2.5,2400,7693,2,0,0,3,8,2400,0,2003,3,73,450000
6762821224,42539,3,1.75,1170,8740,1,0,0,4,7,1170,0,1968,1,65,440000
6762821407,42539,2,1.75,1440,4225,1,0,0,3,8,1440,0,2005,3,54,437000
6762821425,42539,2,1,790,6600,1,0,0,3,6,790,0,1949,1,76,436000
6762821461,42539,3,1.75,1310,8065,1,0,0,4,6,1310,0,1948,1,74,435000
6762821731,42539,4,2.5,2640,8625,2,0,0,3,8,2640,0,1987,1,74,429900
6762822462,42539,6,2.75,2520,9324,1,0,0,4,7,1320,1200,1962,3,53,410000
6762822635,42539,2,1,1260,4377,1,0,0,4,7,1260,0,1947,3,77,405000
6762822774,42539,4,1,1940,5753,1.5,0,0,3,7,1940,0,1947,2,61,401000
6762822979,42539,4,2.25,1820,8255,1.5,0,0,4,7,1320,500,1930,1,77,399888
6762823107,42539,4,1,1980,10350,1,0,0,4,7,1430,550,1968,3,55,395000
6762823254,42539,3,2.25,1600,10240,1,0,0,3,7,1090,510,1979,3,53,390000
6762823473,42539,3,1.75,2310,11200,1,0,0,4,8,1630,680,1978,1,63,385000
6762823635,42539,4,2.25,2150,20181,1,0,0,3,7,1090,1060,1963,1,70,380000
6762823770,42539,3,2.5,2160,3000,1.5,0,0,3,7,1260,900,1909,2,78,378750
6762824363,42539,3,2.5,1800,2700,2,0,0,3,8,1800,0,2011,3,68,362500
6762824413,42539,4,2.5,2850,4650,2,0,0,3,8,2850,0,2004,1,74,360000
6762824799,42539,3,2,1430,6000,1,0,0,5,7,1430,0,1945,2,77,352450
6762824850,42539,2,1,1620,9205,1,0,0,5,6,850,770,1921,1,50,350000
6762825113,42539,3,2,2140,7200,1,0,0,4,8,1480,660,1966,2,61,346150
6762825318,42539,3,2.5,2480,6112,2,0,0,3,7,2480,0,2004,2,76,340000
6762825564,42539,4,2,2030,103672,1,0,0,4,7,2030,0,1969,1,57,335000
6762825763,42539,3,2.5,2238,7209,2,0,0,3,8,2238,0,2011,2,57,330000
6762826254,42539,4,2.5,3490,5000,2,0,0,3,8,3490,0,2003,1,58,320000
6762826352,42539,2,1,920,8341,1,0,0,3,7,920,0,1939,2,78,319950
6762826657,42539,3,1.75,1900,3000,1.5,0,0,5,7,1070,830,1903,1,65,311000
6762826688,42539,4,1.5,1220,9600,1,0,0,3,6,1220,0,1980,2,74,310000
6762827696,42539,3,2,1300,11374,1.5,0,0,5,7,1300,0,1933,1,78,287000
6762827764,42539,3,1,1210,4731,1.5,0,0,3,7,1210,0,1901,1,74,285000
6762827931,42539,3,2,1790,42399,1,0,0,4,7,1790,0,1990,3,60,280000
6762828174,42539,3,1.75,1860,15681,1,0,0,4,7,1860,0,1971,1,56,275000
6762828486,42539,4,1.75,1530,8750,1.5,0,0,4,7,1530,0,1968,2,50,269900
6762828615,42539,3,1.75,1840,7300,1,0,0,3,8,1840,0,1966,1,63,265000
6762829350,42539,3,1,1050,8498,1,0,0,4,7,1050,0,1959,1,59,249000
6762829385,42539,4,2,2080,13510,1,0,0,3,7,1040,1040,1950,1,56,248000
6762829626,42539,4,2,1790,14690,1,0,1,4,7,1670,120,1960,1,78,240000
6762829913,42539,3,1.75,1750,11461,2,0,0,4,7,1750,0,1976,1,67,232603
6762829914,42539,3,1,1320,8450,1,0,0,3,6,880,440,1961,2,65,232500
6762830252,42539,3,2.25,1640,7350,1,0,0,3,7,1140,500,1984,1,55,221000
6762830544,42539,3,2,1440,7210,1,0,0,3,8,1440,0,1983,2,56,210000
6762830786,42539,3,1.5,1140,8340,1,0,0,3,7,1140,0,1960,2,55,200000
6762830886,42539,3,1,1330,5412,2,0,0,5,7,1330,0,1905,3,50,197500
6762831049,42539,3,2,1340,4320,1,0,0,3,5,920,420,1912,1,59,186000
6762831172,42539,3,1.75,1150,8079,1,0,0,4,7,1150,0,1983,3,74,177000
6762831550,42539,2,1,990,39964,1,0,0,2,4,990,0,1945,2,70,120000
6762810138,42540,6,4.5,5480,10800,2,0,3,4,9,4430,1050,1999,3,77,2400000
6762810207,42540,3,2.25,3230,17833,2,0,0,4,9,3230,0,1973,3,76,2110000
6762810241,42540,7,3.5,4640,15235,2,0,1,3,11,2860,1780,1965,2,66,1950000
6762810582,42540,5,3.25,3840,4800,3,0,3,3,10,2750,1090,2008,3,70,1460000
6762810751,42540,4,2.25,2870,6280,1.5,0,0,4,9,1980,890,1905,1,75,1330000
6762810769,42540,4,3.5,4410,36200,2,0,0,3,11,4410,0,1989,2,75,1320000
6762810799,42540,5,4,3366,7800,2.5,0,2,3,8,2966,400,1937,1,54,1300000
6762810926,42540,7,5.5,6630,13782,2,0,0,3,10,4930,1700,2004,2,64,1240000
6762810945,42540,5,3.25,3240,6551,1.5,0,4,4,9,2500,740,1939,3,63,1230000
6762811143,42540,6,4.25,6900,244716,2,0,0,4,9,4820,2080,2002,1,58,1140000
6762811269,42540,3,3,4910,43560,2,0,0,4,10,4000,910,1989,1,75,1080000
6762811536,42540,4,4.5,3850,13551,2,0,2,3,10,3000,850,1998,2,79,995000
6762811614,42540,3,1.5,1700,14133,1,0,1,4,8,1700,0,1954,1,68,979000
6762811651,42540,3,2.75,2470,10125,2,0,0,3,8,2470,0,1960,3,75,970500
6762811751,42540,4,2.5,3360,11548,2,0,0,3,9,3360,0,1988,2,70,950000
6762811752,42540,3,3.25,3050,18892,1,1,4,4,8,1650,1400,1962,1,71,950000
6762811897,42540,4,2,3140,10437,1,0,0,4,8,2040,1100,1959,1,56,925000
6762811898,42540,4,2.75,3730,8014,2,0,0,3,10,3730,0,2012,3,54,925000
6762811973,42540,3,3.25,2660,4000,2,0,0,3,9,2170,490,2003,3,53,915000
6762812031,42540,4,3.5,2970,14486,2,0,0,3,9,2340,630,1997,2,63,905000
6762812186,42540,3,2.25,2060,9552,1,0,0,4,9,1610,450,1975,1,70,885000
6762812320,42540,4,3,3740,30884,2,0,0,3,9,3060,680,1988,2,73,869000
6762812461,42540,3,2.25,2870,8170,2,0,0,3,10,2250,620,1995,1,56,850000
6762812668,42540,5,2.25,2780,10192,2,0,0,4,9,2780,0,1978,3,72,830000
6762812851,42540,3,3.25,3240,8338,2,0,0,3,9,3240,0,2001,1,76,812000
6762812970,42540,4,2.75,3150,7035,2,0,0,3,9,3150,0,2004,1,58,800000
6762813108,42540,4,1.75,2050,10920,1,0,3,3,8,1450,600,1974,3,76,790000
6762813214,42540,3,2.25,2140,3000,2,0,0,3,9,2140,0,1905,1,50,780000
6762813280,42540,4,2.5,2970,4400,2,0,0,3,8,2970,0,2014,2,54,775950
6762813568,42540,2,2.5,2770,7781,2,0,0,3,8,2770,0,2006,2,66,754800
6762813985,42540,4,3.25,3940,27591,2,0,3,3,9,3440,500,2000,1,77,725000
6762813986,42540,6,1.75,2380,4080,2,0,0,3,8,2380,0,1917,2,54,725000
6762813987,42540,3,3.5,3690,8837,2,0,0,3,10,3690,0,2001,3,58,725000
6762814155,42540,4,2.5,3290,6628,2,0,0,3,9,3290,0,2003,1,65,715000
6762814688,42540,5,2.75,3260,11700,1,0,0,3,8,1630,1630,1964,1,63,681500
6762814965,42540,4,2.25,2870,5453,2,0,1,4,8,2220,650,1926,2,55,665900
6762815056,42540,4,3.25,3030,9273,2,0,0,5,8,3030,0,1988,2,57,660000
6762815182,42540,3,3.25,1530,1565,2,0,0,3,8,1280,250,2005,1,80,654000
6762815240,42540,4,2.5,3040,6587,2,0,0,3,7,3040,0,2003,1,79,650000
6762815471,42540,2,1.75,1760,4400,1,0,0,4,7,880,880,1930,3,51,640000
6762815634,42540,4,2.5,2090,10306,2,0,0,3,10,2090,0,1986,1,53,632500
6762815759,42540,3,2.5,2440,4800,2,0,0,3,10,2440,0,2014,2,76,625000
6762815853,42540,3,2.5,1850,7777,2,0,0,5,8,1850,0,1989,2,58,623000
6762816188,42540,4,2.5,2620,7553,2,0,0,3,8,2620,0,1996,2,77,605000
6762816291,42540,2,1,1040,3600,1,0,0,4,7,1040,0,1919,1,70,600000
6762816468,42540,3,2.75,3290,22649,2,0,0,4,8,3290,0,1993,2,74,595000
6762816651,42540,3,3.5,1890,1710,2,0,0,3,8,1640,250,1999,1,71,587206
6762817191,42540,4,2.75,3260,4900,2,0,0,3,9,3260,0,2013,1,79,565000
6762817794,42540,5,2.5,2200,4080,1.5,0,0,5,7,1420,780,1916,2,59,547000
6762818423,42540,3,2.25,1750,1879,3,0,0,3,8,1750,0,2001,2,53,525000
6762818836,42540,4,1,1360,6000,1.5,0,0,3,7,1360,0,1917,3,60,511500
6762819568,42540,4,2,2120,11479,1,0,0,4,7,1060,1060,1940,2,76,489000
6762819580,42540,4,2.25,2170,9665,1,0,0,4,8,1300,870,1976,2,79,488800
6762819727,42540,4,3,1630,6250,1,0,0,5,7,1110,520,1990,2,54,482500
6762819771,42540,4,1,2080,5500,1,0,0,3,7,1040,1040,1941,1,51,480000
6762819894,42540,3,1.75,1780,8085,1,0,0,3,7,1210,570,1976,3,58,477000
6762820558,42540,3,2.5,1870,5013,2,0,0,3,8,1870,0,2003,1,73,458000
6762820592,42540,3,1.5,1440,28516,1,0,0,4,7,1440,0,1975,2,79,456000
6762820617,42540,3,2.25,1470,4653,2,0,0,4,7,1470,0,1985,2,78,455000
6762820618,42540,4,2.25,2450,21000,1,0,2,4,8,1650,800,1954,1,52,455000
6762820785,42540,3,2,1430,3480,1,0,0,3,7,980,450,1947,1,50,450000
6762820995,42540,4,2.5,2510,6853,2,0,2,3,9,2510,0,2006,1,63,448000
6762821137,42540,4,2.5,2040,21781,2,0,0,3,8,2040,0,1994,2,53,443500
6762821191,42540,3,2.75,1910,7280,1,0,0,3,7,1160,750,1979,2,63,441000
6762821420,42540,5,3,3110,12429,1,0,0,3,8,1790,1320,1977,3,60,436500
6762821847,42540,3,2.5,2540,5612,2,0,0,3,9,2540,0,1999,1,64,425000
6762821848,42540,3,2.25,1790,10209,1,0,0,3,7,1290,500,1967,2,55,425000
6762822063,42540,5,2.75,2280,10319,1,0,0,3,8,1300,980,1959,3,74,420000
6762822064,42540,5,3,2630,3149,2,0,0,3,8,1670,960,2013,3,67,420000
6762822415,42540,2,1,1260,3960,1,0,0,3,6,690,570,1925,2,59,412000
6762822636,42540,3,1,1460,10000,1.5,0,0,3,7,1460,0,2002,2,80,405000
6762822815,42540,3,1,1430,10005,1.5,0,0,4,7,1430,0,1950,3,70,400000
6762822816,42540,4,1.75,2670,189486,2,0,4,3,8,2670,0,1972,1,59,400000
6762822817,42540,4,2.25,2420,7927,1,0,0,4,7,1400,1020,1973,2,57,400000
6762823059,42540,4,2.5,2320,11717,2,0,0,3,8,2320,0,1997,2,70,397000
6762823108,42540,3,1,1500,4000,1,0,0,3,6,900,600,1925,3,65,395000
6762823255,42540,3,1,1160,3750,1.5,0,0,3,7,1160,0,1910,1,55,390000
6762823636,42540,3,1.5,1520,4288,1,0,0,3,7,1020,500,1949,3,74,380000
6762823778,42540,4,2.5,1890,12236,1,0,0,3,7,1230,660,1978,2,77,378000
6762824035,42540,4,2.5,2550,4770,2,0,0,3,8,2550,0,2005,2,68,371000
6762824503,42540,3,2.25,1940,11612,1,0,0,4,8,1100,840,1981,3,58,359950
6762824520,42540,5,2.25,2290,7420,1,0,0,3,7,1290,1000,1973,2,62,359900
6762824642,42540,4,2.5,2040,8265,2,0,0,3,7,2040,0,1996,1,53,355000
6762824643,42540,2,1,1240,10800,1,0,1,3,6,1000,240,1943,1,64,355000
6762825319,42540,3,1.75,1880,11249,1,0,0,3,7,1330,550,1985,1,80,340000
6762825417,42540,3,2.5,2570,4600,2,0,0,3,8,2570,0,2014,2,75,339990
6762825502,42540,4,3,2240,8504,2,0,0,3,7,2240,0,1992,3,54,337000
6762825721,42540,3,2,1510,7884,1,0,0,3,6,1510,0,1942,2,68,332000
6762825764,42540,3,2.25,1860,11227,2,0,0,3,7,1860,0,1995,3,52,330000
6762825871,42540,3,2.5,1820,8085,2,0,0,3,7,1820,0,1983,2,75,329950
6762826009,42540,2,1,840,4239,1,0,0,3,7,840,0,1948,3,73,325000
6762827510,42540,3,1.5,1860,60960,1,0,0,4,7,1140,720,1967,3,75,291000
6762827880,42540,4,2,1890,6302,2,0,0,3,7,1890,0,1997,3,73,282000
6762827932,42540,3,2,1470,8089,1,0,0,3,7,1470,0,1987,1,60,280000
6762828051,42540,4,2,2200,7700,1,0,0,3,7,1100,1100,1979,2,58,279000
6762828702,42540,4,1,1810,7500,1,0,0,2,7,1410,400,1959,3,54,264950
6762829210,42540,1,1,800,16306,1,0,0,2,6,680,120,1931,1,53,250000
6762829463,42540,1,0.75,380,15000,1,0,0,3,5,380,0,1963,2,56,245000
6762829763,42540,3,1,1300,8160,1,0,0,4,7,1300,0,1960,1,76,237000
6762830363,42540,2,2,1310,2841,2,0,0,3,6,1310,0,2004,3,55,218000
6762830420,42540,4,2.5,1960,11600,1,0,0,5,6,980,980,1931,3,54,215000
6762830545,42540,2,2,1680,5756,2,0,0,4,7,1680,0,1910,3,67,210000
6762830685,42540,3,1,960,7314,1,0,0,5,6,960,0,1960,1,75,205000
6762830740,42540,3,1,1150,7156,1,0,0,4,6,1150,0,1953,1,69,203000
6762830787,42540,3,2.25,1230,7420,1.5,0,0,5,7,1230,0,1913,2,73,200000
6762830788,42540,2,1,860,6600,1,0,0,5,6,860,0,1949,1,73,200000
6762831192,42540,2,1,1020,5130,1,0,0,4,6,1020,0,1948,1,78,175000
6762811212,42541,3,2.5,2200,20000,1,0,1,3,7,1400,800,1952,2,64,1100000
6762811872,42541,3,2.5,3290,6830,2,0,0,3,10,3290,0,2000,1,80,930000
6762812519,42541,4,2,2160,6300,1.5,0,1,4,8,2160,0,1928,1,75,849000
6762813608,42541,3,1.75,2610,5544,1.5,0,0,3,8,1680,930,1934,1,69,750000
6762815518,42541,4,2.25,2330,8994,2,0,0,3,8,2330,0,1986,3,70,639500
6762821154,42541,4,1.75,1780,2788,1,0,0,4,6,890,890,1943,2,61,442900
6762822207,42541,4,1.5,1550,9176,1,0,0,3,7,1000,550,1956,2,57,418000
6762823842,42541,2,1,1230,1820,2,0,0,4,7,830,400,1948,1,76,375000
6762812281,42542,4,3.5,3530,14406,2,0,1,3,10,2570,960,1987,1,68,874150
6762812864,42542,4,2.5,2810,10613,2,0,0,3,9,2810,0,1989,1,62,810000
6762812955,42542,3,1.75,2870,5000,1.5,0,0,4,8,1840,1030,1907,1,66,802000
6762813892,42542,4,2.5,2130,7300,1,0,0,4,7,1230,900,1963,1,72,732600
6762814617,42542,4,2.5,2370,10083,2,0,0,5,8,2370,0,1966,1,79,687000
6762817192,42542,2,1.75,1330,6000,1,0,0,4,7,960,370,1914,1,62,565000
6762817829,42542,4,2.5,2090,6023,2,0,0,3,8,2090,0,1990,3,69,545000
6762819087,42542,4,2.5,2040,8400,1,0,0,3,8,1420,620,1963,1,51,500000
6762819772,42542,2,2.25,1490,6770,1.5,0,0,3,8,1490,0,1926,1,76,480000
6762821333,42542,3,2.5,2050,40003,1,0,0,4,8,1570,480,1977,2,68,439500
6762823982,42542,4,2.5,2580,6260,2,0,0,3,7,2580,0,2004,2,69,374000
6762825765,42542,4,2.5,2380,13550,2,0,0,3,7,2380,0,1999,2,70,330000
6762810043,42543,3,4.5,5230,17826,2,1,4,3,10,3740,1490,2005,3,64,3400000
6762810210,42543,4,3.5,4230,20377,2,0,0,3,11,4230,0,1997,1,80,2080000
6762810367,42543,3,2.75,2810,18731,2,1,4,4,10,2810,0,1974,1,58,1700000
6762810474,42543,4,2.5,4570,74487,2,0,4,5,12,4570,0,1948,3,63,1580000
6762810830,42543,3,2.5,2190,11394,1,0,0,3,8,1550,640,1956,3,66,1290000
6762810967,42543,4,3.75,3520,3944,1.5,0,0,5,8,2200,1320,1913,2,75,1220000
6762811042,42543,4,2.5,3160,13194,2,0,0,5,10,3160,0,1965,3,66,1190000
6762812032,42543,4,3.25,3440,7661,2,0,0,3,11,3440,0,2006,1,73,905000
6762812033,42543,5,3.5,3500,10155,2,0,0,3,10,2570,930,1996,3,70,905000
6762812097,42543,3,1,1480,6978,2,0,0,4,8,1480,0,1949,3,68,899000
6762812619,42543,4,2.5,3030,29163,2,0,0,3,10,3030,0,1998,3,55,835000
6762812658,42543,5,2.5,4470,35124,2.5,0,0,3,11,4470,0,1984,3,51,831500
6762812916,42543,4,2.5,2500,206474,1,0,0,3,10,2500,0,1997,3,69,806000
6762812971,42543,3,2.25,2380,11824,1,0,0,4,9,1450,930,1972,1,74,800000
6762812972,42543,4,3,3520,4895,1,0,0,3,8,1980,1540,1954,3,70,800000
6762813215,42543,4,3.5,3910,59863,2,0,0,4,10,2490,1420,1987,1,60,780000
6762813286,42543,4,2.5,2300,6158,2,0,0,3,9,2300,0,1999,1,79,775000
6762813609,42543,3,2,1820,5000,1.5,0,0,4,8,1720,100,1941,3,64,750000
6762813850,42543,4,2.25,2270,5102,1,0,0,5,8,1340,930,1954,3,71,735000
6762813988,42543,3,1.75,1610,8613,1,0,0,5,7,1610,0,1962,1,61,725000
6762813989,42543,4,2.5,3420,30410,2,0,0,3,9,3420,0,1988,3,54,725000
6762814156,42543,4,2.5,2650,30500,1,0,0,4,8,1680,970,1960,1,77,715000
6762814547,42543,2,1,970,4560,1,0,0,4,7,970,0,1907,1,71,690000
6762814633,42543,2,1.5,1300,1676,1,0,2,3,7,1300,0,1943,2,74,685000
6762814802,42543,4,2.5,2810,11120,2,0,0,3,9,2810,0,1982,1,77,675000
6762814898,42543,3,2.5,3310,5300,2,0,2,3,8,2440,870,2008,3,68,670000
6762815013,42543,5,3,3190,7081,1,0,2,3,9,1890,1300,2013,3,64,664950
6762815057,42543,3,3.25,1980,2850,3,0,0,3,7,1980,0,1987,3,72,660000
6762815241,42543,4,2.5,2400,7351,2,0,0,3,9,2400,0,1990,1,55,650000
6762815344,42543,3,2.5,1500,1375,2,0,0,3,9,1200,300,2014,1,52,649950
6762815355,42543,2,1.75,2260,280962,2,0,2,3,9,1890,370,2005,1,77,649000
6762815625,42543,4,3.5,2960,6000,2,0,0,3,9,2960,0,2014,2,66,633634
6762815995,42543,5,2,2130,4180,1.5,0,0,5,7,1270,860,1926,1,78,615000
6762816244,42543,6,2.75,2660,8400,1,0,0,5,8,1550,1110,1962,2,78,603500
6762816292,42543,3,2.5,2260,10153,2,0,0,3,10,2260,0,1987,3,70,600000
6762816552,42543,4,2.5,3220,7875,1.5,0,0,4,8,3220,0,1966,2,56,590000
6762816862,42543,3,2.5,1640,1269,3,0,0,3,8,1640,0,2009,1,65,579000
6762816894,42543,3,2.5,2060,5750,1,0,0,3,7,1330,730,1976,3,51,577000
6762817135,42543,4,2,1730,3884,1,0,0,5,7,1060,670,1924,3,75,569000
6762817279,42543,3,2.25,1300,907,2,0,0,3,8,1000,300,2006,2,62,562500
6762817327,42543,3,2.5,1960,12476,2,0,0,4,8,1960,0,1989,3,73,560000
6762817328,42543,4,2.5,2300,7989,2,0,0,3,9,2300,0,1990,2,73,560000
6762817588,42543,3,2.5,1900,3255,2,0,0,3,8,1900,0,1988,2,58,550000
6762817589,42543,3,1.75,1840,8086,1,0,0,4,8,1840,0,1964,1,77,550000
6762818424,42543,2,1,1080,3500,1,0,3,3,7,1080,0,1924,1,58,525000
6762818728,42543,5,3.25,2910,5027,2,0,0,3,8,2040,870,2013,3,77,515000
6762819049,42543,6,2.5,2890,8122,1,0,0,3,8,1630,1260,1977,1,59,502000
6762819088,42543,3,1,1150,5100,2,0,0,3,8,1150,0,1911,1,79,500000
6762819314,42543,3,2.25,1630,3817,2,0,0,3,7,1630,0,2005,2,57,497000
6762819354,42543,3,2,2950,12196,2,0,0,4,7,2310,640,1918,3,51,495000
6762819420,42543,4,2.5,1830,7345,1,0,0,4,8,1540,290,1973,1,57,494000
6762819454,42543,4,2.5,1540,1860,2,0,0,3,8,1540,0,2014,2,61,491234
6762819475,42543,3,2.25,1470,2500,2,0,0,3,8,1080,390,1984,3,60,490000
6762819859,42543,3,2.25,2110,11319,2,0,0,4,8,2110,0,1978,3,58,479000
6762820097,42543,3,1.75,1800,6000,1,0,0,5,7,900,900,1905,3,76,471001
6762820121,42543,3,2.5,2150,8221,2,0,0,3,8,2150,0,1992,3,69,470000
6762820443,42543,5,2.5,3390,9760,1,0,0,5,8,1750,1640,1978,2,80,460000
6762820512,42543,4,2.5,2000,6107,2,0,0,3,8,2000,0,2003,2,64,459950
6762820547,42543,3,2,1890,1599,2,0,0,3,9,1430,460,2012,2,66,458500
6762820699,42543,4,1.75,2120,50965,1,0,0,4,7,1060,1060,1956,3,54,453000
6762820786,42543,4,1.75,2160,4333,1,0,0,4,8,1260,900,1942,1,80,450000
6762820963,42543,3,2.25,1780,7280,1,0,2,3,7,1340,440,1972,1,56,449500
6762820972,42543,4,2.5,1850,5040,1,0,0,3,7,1230,620,1930,3,50,449000
6762821035,42543,2,1,2550,21675,1,0,1,4,7,1610,940,1958,1,76,446000
